Mexico,Unefon,52,334,40,0.0068,New Breakout
Mexico,Unefon,52,334,08,0.0068,New Breakout
Mexico,Unefon,52,334,07,0.0068,New Breakout
Mexico,Unefon,52,334,04,0.0068,New Breakout
Mexico,Telecomunicaciones de Mexico,52,334,100,0.0068,New Breakout
Mexico,Telcel,52,334,20,0.0068,New Breakout
Mexico,Telcel,52,334,180,0.0068,New Breakout
Mexico,Telcel,52,334,020,0.0068,New Breakout
Mexico,Telcel,52,334,02,0.0068,New Breakout
Mexico,"Servicios de Acceso Inalambrico, S.A. de C.V.",52,334,60,0.0068,New Breakout
Mexico,"Servicios de Acceso Inalambrico, S.A. de C.V.",52,334,06,0.0068,New Breakout
Mexico,"Oxio Mobile, S.A. de C.V.",52,334,170,0.0068,New Breakout
Mexico,Movistar Mexico,52,334,30,0.0068,New Breakout
Mexico,Movistar Mexico,52,334,240,0.0068,New Breakout
Mexico,Movistar Mexico,52,334,200,0.0068,New Breakout
Mexico,Movistar Mexico,52,334,030,0.0068,New Breakout
Mexico,Movistar Mexico,52,334,03,0.0068,New Breakout
Mexico,Mobile,52,334,,0.0068,New Breakout
Mexico,"Comunicaciones Digitales Del Norte, S.A. de C.V.",52,334,01,0.0068,New Breakout
Mexico,"Cablevisión Red, S.A. de C.V.",52,334,160,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,90,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,50,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,220,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,10,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,09,0.0068,New Breakout
Mexico,AT&T / Unefon (ex Lusacel),52,334,05,0.0068,New Breakout
Mexico,Allan Redes,52,334,150,0.0068,New Breakout
Mexico,Allan Redes,52,334,140,0.0068,New Breakout
Mexico,Alestra Servicios Móviles SA de CV,52,334,130,0.0068,New Breakout
Mexico,All Networks,52,334,,0.0068,New Breakout
Netherlands,Enreach B.V.,31,204,03,0.107,
Netherlands,KPN,31,204,08,0.0655,
Netherlands,KPN,31,204,10,0.0655,
Netherlands,KPN,31,204,12,0.0655,
Netherlands,KPN,31,204,15,0.0655,
Netherlands,KPN,31,204,17,0.0655,
Netherlands,KPN,31,204,69,0.0655,
Netherlands,Lycamobile Netherlands,31,204,09,0.0715,
Netherlands,Odido,31,204,02,0.0809,
Netherlands,Odido,31,204,16,0.0809,
Netherlands,Odido,31,204,20,0.0809,
Netherlands,Private Mobility Nederland B.V.,31,204,06,0.107,
Netherlands,RGTN Wholesale Netherlands B.V.,31,204,62,0.107,
Netherlands,Teleena,31,204,07,0.107,
Netherlands,Truphone B.V.,31,204,33,0.107,
Netherlands,Vodafone Netherlands,31,204,04,0.0672,
Netherlands,Vodafone Netherlands,31,204,18,0.0672,
Netherlands,Vodafone Netherlands,31,204,25,0.0672,
Netherlands,All Networks,31,204,,0.107,
Nicaragua,Claro Nicaragua,505,710,21,0.0322,New Breakout
Nicaragua,Claro Nicaragua,505,710,73,0.03,New Breakout
Nicaragua,Tigo Nicaragua,505,710,30,0.0904,New Breakout
Nicaragua,Tigo Nicaragua,505,710,300,0.0904,New Breakout
Nicaragua,All Networks,505,710,,0.03,New Breakout
Panama,Mas Movil,507,714,1,0.015,New Breakout
Panama,Claro Manama,507,714,3,0.015,New Breakout
Panama,Tigo Panama,507,714,2,0.015,New Breakout
Panama,Tigo Panama,507,714,20,0.015,New Breakout
Panama,All Networks,507,714,,0.015,New Breakout
Paraguay,Claro Paraguay,595,744,2,0.009,New Breakout
Paraguay,Personal Paraguay,595,744,3,0.0245,New Breakout
Paraguay,Copaco Paraguay,595,744,6,0.0245,New Breakout
Paraguay,Personal Paraguay,595,744,5,0.0233,New Breakout
Paraguay,Tigo Paraguay,595,744,4,0.012,New Breakout
Paraguay,VOX Paraguay,595,744,1,0.012,New Breakout
Paraguay,All Networks,595,744,,0.2038,New Breakout
Peru,Claro Peru,51,716,10,0.0158,New Breakout
Peru,Nextel Peru,51,716,7,0.0532,New Breakout
Peru,Nextel Peru,51,716,17,0.0532,New Breakout
Peru,Telefonica Peru,51,716,6,0.0158,New Breakout
Peru,Bitel Peru,51,716,15,0.117,New Breakout
Peru,All Networks,51,716,,0.2479,New Breakout
Poland,CenterNet,48,260,15,0.0255,
Poland,Cyfrowy Polsat,48,260,12,0.0255,
Poland,T-Mobile Poland,48,260,02,0.0255,
Poland,Fixed Line Poland,48,260,99,0.0255,
Poland,Lycamobile Poland,48,260,09,0.0255,
Poland,Mobyland,48,260,16,0.0255,
Poland,Orange Poland,48,260,03,0.0255,
Poland,Play,48,260,06,0.0255,
Poland,Play,48,260,07,0.0255,
Poland,Play,48,260,33,0.0255,
Poland,Play,48,260,45,0.0255,
Poland,Plus,48,260,01,0.0255,
Poland,Sferia,48,260,10,0.0255,
Poland,Teleena,48,260,19,0.0255,
Poland,All Networks,48,,,0.0255,
Portugal,Portugal MEO,351,268,06,0.0152,
Portugal,Portugal MEO,351,268,08,0.0152,
Portugal,Portugal MEO,351,268,80,0.0152,
Portugal,Lycamobile Portugal,351,268,04,0.0152,
Portugal,Portugal NOS,351,268,03,0.0152,
Portugal,Portugal NOS,351,268,07,0.0152,
Portugal,Portugal NOS,351,268,93,0.0152,
Portugal,Vodafone Portugal,351,268,01,0.0152,
Portugal,Vodafone Portugal,351,268,91,0.0152,
Portugal,Vodafone Portugal,351,268,92,0.0152,
Portugal,All Networks,351,,,0.0152,
Slovakia,Orange Slovakia,421,231,01,0.04,
Slovakia,O2 Slovakia,421,231,06,0.0447,
Slovakia,4ka Slovakia,421,231,03,0.044,
Slovakia,Slovak Telekom,421,231,02,0.0385,
Slovakia,Slovak Telekom,421,231,04,0.0385,
Slovakia,All Networks,421,,,0.0462,
Slovenia,A1 Slovenija,386,293,40,0.1023,
Slovenia,Novatel,386,293,21,0.1173,
Slovenia,T-2,386,293,64,0.1023,
Slovenia,Telekom Slovenije,386,293,41,0.163,
Slovenia,Telemach,386,293,70,0.0952,
Slovenia,All Networks,386,,,0.1534,
Spain,DigiMobil,34,214,22,0.0308,
Spain,Euskatel,34,214,08,0.0308,
Spain,Jazztel,34,214,21,0.0308,
Spain,LycaMobile Spain,34,214,25,0.0308,
Spain,Yoigo,34,214,04,0.0308,
Spain,Orange Spain,34,214,03,0.0308,
Spain,Orange Spain,34,214,09,0.0308,
Spain,Orange Spain,34,214,11,0.0308,
Spain,Orange Spain,34,214,27,0.0308,
Spain,R mobil,34,214,17,0.0308,
Spain,Simyo,34,214,19,0.0308,
Spain,TeleCable,34,214,16,0.0308,
Spain,Movistar Spain,34,214,05,0.0308,
Spain,Movistar Spain,34,214,07,0.0308,
Spain,Vodafone Spain,34,214,01,0.0308,
Spain,Vodafone Spain,34,214,06,0.0308,
Spain,Vodafone Spain,34,214,18,0.0308,
Spain,Vodafone Spain,34,214,24,0.0308,
Spain,Vodafone Spain,34,214,37,0.0308,
Spain,All Networks,34,,,0.0308,
Sweden,Generic Mobile Minicall,46,240,18,0.0546,
Sweden,Generic Mobile Minicall,46,240,997,0.0546,
Sweden,Gotanet,46,240,17,0.0546,
Sweden,Tre,46,240,02,0.0546,
Sweden,Tre,46,240,21,0.0546,
Sweden,Tre,46,240,34,0.0546,
Sweden,Lycamobile Sweden,46,240,12,0.0546,
Sweden,Netmore,46,240,40,0.0546,
Sweden,Sierra Wireless Sweden,46,240,15,0.0546,
Sweden,Sierra Wireless Sweden,46,240,20,0.0546,
Sweden,TelaVox AB,46,240,50,0.0546,
Sweden,Tele2Comviq,46,240,07,0.0546,
Sweden,Tele2Comviq,46,240,10,0.0546,
Sweden,TDC Sweden,46,240,14,0.0546,
Sweden,Telenor Sweden,46,240,06,0.0546,
Sweden,Telenor Sweden,46,240,08,0.0546,
Sweden,Telenor Sweden,46,240,41,0.0546,
Sweden,Telenor Sweden,46,240,42,0.0546,
Sweden,Telia Sweden,46,240,01,0.0546,
Sweden,Telia Sweden,46,240,13,0.0546,
Sweden,Telia Sweden,46,240,49,0.0546,
Sweden,All Networks,46,,,0.0546,
Switzerland,Beeone Communications SA,41,228,58,0.0165,
Switzerland,Comfone AG,41,228,05,0.0715,
Switzerland,Comfone AG,41,228,09,0.0715,
